tweetText,stance_israel,authorUsername
"As a member of the Senate Intelligence Committee, I’m monitoring the situation in Israel closely. 

I stand with Israel, our ally, as it responds to Hamas’s terror.",1,@SenatorBennet
"There is a global crisis- a terrorist assault on Israel & a continued assault on Ukraine. Congress needs to vote, keep the American people informed, and act in the best interest of Israel and Ukraine. The House needs to elect a Speaker and work to address our allies' needs.",1,@RepJohnLarson
"Like many of you, I'm continuing to follow the horrific attacks against Israel; more than 1500 people have been killed, including 11 Americans. 

I'm headed back to Washington tomorrow, where we must work together to provide Israel and its people with the support they need.",1,@RepLoisFrankel
"Don't forget:

.
@aoc
 .
@RepRashida
 .
@Ilhan
 shamelessly sided with enemy:

called Israel a racist state
called Israel an apartheid state
downplayed 9/11 saying “Some people did something,” 
displaying the Palestinian flag rn. 

Adversarial behavior.",1,@RepSantosNY03
"Spot on 
@mikepompeo
.

“-a ceasefire would only create enormous risk for Israel, for the Gulf Arab States that are having rockets fired from Yemen, and for us here in home in America as well.”",1,@RepKeithSelf
"Nine Americans are dead, an unknown number are missing or held hostage, yet President Biden is nowhere to be seen and has nothing to say. He’s totally overmatched by events and paralyzed in a crisis, partly because his own foolish appeasement of Iran fueled a campaign of terror.",1,@SenTomCotton
"With anti-Semitism on the rise across the world, it is more critical than ever for us to remember the lessons of the Holocaust. This #HolocaustRemembranceDay, we light candles to honor the memory of the victims and pray for safety for the Jewish community.",0,@RepFischbach
"If my colleagues are serious about ensuring national security, we must stand up against the GOP manufactured debt crisis. We point a finger at foreign threats but let’s be clear: the biggest threat to our national security is holding everyday Americans hostage for political gain.",0,@RepJillTokuda
We must provide Israel with the resources it needs – and we must do it now. But this Republican bill sets a dangerous precedent and signals to our allies that our support is contingent not on our shared values but on partisan issues.,-1,@RepStenyHoyer
"WATCH: Senate Armed Services Committee Chair 
@SenJackReed
 joins the show to discuss the Israel-Hamas war as it nears one month.",0,@FoxNewsSunday
"#BreakingNews: @EverettPolice investigating an antisemitic incident after a red-soaked effigy of an upper torso representing a fake body next to the words, “From the river to the sea, Palestine will be free; cease fire now,” were discovered.
https://lynnwoodtimes.com/2023/12/13/antisemitism-everett-231213/…
@BrandiKruse…",0,@RepRickLarsen
"“What we’re talking about is whether a member of the United States House of Representatives… is justified in putting forward a defense of the actions of Hamas terrorists.”

Rep. Tlaib sided with our enemies and called for the eradication of Israel.

She should be censured.",1,@RepChipRoy
"Two years ago, a violent terrorist attack took the lives of 13 American service members and over 150 Afghan civilians in Kabul.

We will never forget their bravery and sacrifice.

The Biden Administration owes these families answers.",0,@RepMikeTurner
"Pres. Biden’s border policies are not just a human rights disaster.

They have also provided the perfect cover for terrorist sympathizers, child sex offenders, and cartel associates to enter the U.S. illegally.

The numbers will make you throw up:",0,@SenJohnKennedy
"House Republicans again chose political stunts over problem solving by having a vote on a funding bill that purposefully ignores the desperate need for humanitarian assistance to Gaza, our ally Ukraine, and the challenges at the border. More on why I voted NO:",-1,@RepDeSaulnier
"Our next #TelephoneTownHall is this Thursday, November 16th at 7 PM.

Make your voice heard on the many critical issues facing Congress - a looming #GovernmentShutdown, the war between #Israel - #Hamas and much more. 

RSVP/Submit a Question in advance ",0,@BradSherman
"Last week, I filed the JUMP Act to waive the repayment fees required by the State Department for Americans being evacuated from Israel and Palestine. 

Americans fleeing the conflict should not have to worry about cumbersome fees.",0,@RepWilson
" U.S. citizens looking to leave Israel on government transportation must fill out the State Department's crisis intake form 
http://cacms.state.gov/s/crisis-intake

Please don't hesitate to contact my office at 480-946-2411 if in need of further assistance.",0,@RepDavid
"State sponsored terror is as ugly, as cruel, and as inhuman today as it was 35 years ago. Libyan terrorists stole the lives of so many, including innocent 
@SyracuseU
 students.

Libya became an international pariah for decades. Iran and Hamas must also.",1,@RepWilliams
WATCH: Hagerty Calls out Dems for Using Crypto Industry to Distract from Biden Admin's Lax Sanctions Enforcement Funding Iran-Back Hamas,1,@SenatorHagerty
"WATCH: If fmr. 
@SpeakerMcCarthy
 (R-Calif.) still had the top job, he says he’d:

 Not pay for hostages
 Send aid to Israel, including weapons
 Stand up to antisemitism
 Secure southern border from “sleeper cells”",1,@MeetThePress
"Following reports of Iran's involvement in the terrorist attack on Israel, the Biden administration must end it's appeasement-first foreign policy toward our adversaries.

Joined 
@MarshaBlackburn
 to tell Biden to stop $6 billion transfer to Iran.",1,@SenatorRicketts
"Today, Sen. Ossoff, a member of the U.S. Senate Intelligence Committee, warned a humanitarian collapse in Gaza would threaten regional stability and led 35 U.S. Senators who jointly issued the following statement:",-1,@SenOssoff
"In the immediate aftermath of Putin’s brutal invasion, Congress stood united and ready to help Ukraine defend itself. 

Two years later, we must reawaken that same unyielding commitment to the preservation of democracy.",0,@RepMikeQuigley
"I don’t want to see a dime of US taxpayer dollars going to Hamas.

I asked 
@SecBlinken
 3x if he could assure me that US aid that was already sent into Gaza wasn’t involved in supporting Hamas’s attack on 10/7.

He couldn’t assure me of that.",1,@SenatorHagerty
We have antisemitism in the United States at levels never experienced due to the Hamas attacks on Israel…,1,@RepMcCormick
"In the last 15 months, more than 30,000 illegals flagged as potential national security risks were released at the border.

This includes individuals who frequently travel in areas with terrorism. 

This is the result of Biden’s open border.",0,@MarshaBlackburn
Why does Joe Biden keep trusting terrorists?,1,@repdarrellissa
"On October 7, 1000+ innocent Israelis were brutally murdered by Hamas. 

The world should be united in condemning this terror and helping deter future attacks.

We must also condemn the anti-Semitism, threats, and lies that have erupted worldwide.

I #StandWithIsrael.",1,@RepWalberg
"Yesterday, I hosted my annual Faith Leaders Lunch which provided a unique opportunity to foster a sense of community, share ideas, and build connections with #Christian, #Muslim and #Jewish faith leaders. 

I called together this gathering of religious leaders at a time when the…",0,@RepKweisiMfume
"I’ll be speaking live on the Senate floor about the 6 Americans still being held hostage by Hamas.

Tune in here https://senate.gov/legislative/floor_activity_pail.htm…",1,@SenJoniErnst
"To my colleagues calling for a ceasefire in Gaza: Hamas broke the ceasefire on October 7.

The only way to save innocent lives is to eradicate Hamas.

I stand with Israel.",1,@RepAshleyHinson
"Bechir Lehbeib is a Palestinian who illegally crossed our border last summer, claimed asylum & was released by Joe Biden

Last Sunday he stole a homeowner's U.S. & Israeli flags & then assaulted the man while yelling antisemitic slurs & threatening to kill Jews",1,@marcorubio
2/2 .. as well as my meetings earlier today with Israeli families whose loved ones were murdered by Hamas or are currently being held hostage in Gaza. My thanks to Town Moderator James Curran for his courtesy. Town Meeting embodies the essence of our democracy.,1,@RepStephenLynch
I will keep up the pressure to bring Hamas to the table and release all of our hostages.,1,@SenJoniErnst
"Since the 2 Democrats in the Senate, Schumer & McConnell, refuse to take up the House-passed Israel aid that reallocated 87k weaponized IRS agents, the Biden Admin is trying to circumvent Congress & completely disregard our Constitutional authority as the lawmakers. 

Cramming in…",1,@RepMillsPress
I'm calling for an immediate humanitarian pause in Israel and Gaza. My full statement:,-1,@RepBeccaB
".
@RepTiffany
 (R-WI) and Rep. 
@AndyOgles
 (R-TN) are introducing legislation that would ban Biden’s administration from importing Palestinians to the United States to be resettled in American communities.",1,@BreitbartNews
"Ambassador 
@DavidM_Friedman
 is correct. The Biden Admin’s disgraceful reversal undermines a close friend while rewarding the genocidal terrorists they are fighting. It is not a legal assessment. It is a political calculation meant to appease the pro-Hamas radical left. Shameful.",-1,@SenatorHagerty
"Our national security is at risk in the Middle East and in Ukraine.

Extreme MAGA Republicans must end their obstruction.

Now.",0,@RepJeffries
My colleagues who say they support Israel hopefully will stop blocking confirmation of diplomatic & military leaders essential to provide actual support. Solidarity with Israel should never be partisan or political. Especially at this staggeringly critical moment.,1,@SenBlumenthal
"Violent antisemitic rhetoric has no place in this country. Her actions cannot be tolerated.

https://dailywire.com/news/the-u-s-govt-hired-a-pro-hamas-plo-spokeswoman-to-handle-asylum-claims…",1,@RepPfluger
"This is false. And grotesque politics amidst a horrible situation. Facts:
1.Not ONE PENNY of that money has been transferred. All still in Doha.
2.These funds will NEVER go to Iran.
3.The money can ONLY be used for future purchase of humanitarian supplies.

No friend of Israel…",0,@RepJasonCrow
"30 seconds to mention Ukraine, one hour to bring up Israel.",0,@Congressman_JVD
"CENTCOM is closely tracking the situation surrounding the appalling terrorist ATTK by Hamas against the people of Israel. We stand with Israel & extend our condolences for the lives lost in these ATTKs. CENTCOM remains in communication w/ our counterparts

https://centcom.mil/MEDIA/PRESS-RELEASES/…",1,@CENTCOM
"In the face of Iran-backed terrorist attacks, my DEFEND Act has put infrastructure in place to intercept missiles & save lives.

Increased deterrence is a step in right direction, but need to see Iran-backed terrorists take this seriously & end their attacks on US servicemembers.",1,@SenJoniErnst
"We must act quickly to pass 
@POTUS
’ request for humanitarian assistance for Palestinians and Israelis in need.

I joined more than 90 Members of Congress pushing for swift action on this critical aid.",0,@RepCarbajal
"Today, I am calling on ALL members of Congress to join me in my demand to #BringBackTheHostages in Israel and provide humanitarian relief.

I’m calling on members to join me in wearing blue next Wednesday to show solidarity to #BringBackTheHostages!",1,@RepWilson
"The House needs to stop playing politics with our national security and border security

My statement on voting no on tonight's Israel-only aid package that does not include humanitarian aid, funding for Ukraine, Taiwan or border security:",0,@RepColinAllred
"House Republicans need to stay in D.C. until we elect a Speaker of the House. We are facing a war in the Middle East, record-high inflation, an open southern border, and 12 appropriations bills we still need to work through. It is time to get back to work.",1,@RepRussFulcher
"Innocent civilians in Gaza are trapped in a humanitarian crisis that gets worse every day. I applaud 
@POTUS
 for getting aid directly to them by air and working to broker an immediate ceasefire that will ensure even more aid gets to those in desperate need. https://cnn.com/2024/03/01/politics/biden-airdrops-assistance-gaza…",-1,@RepMarkTakano
"President Biden must refreeze the $6 billion in funds he unlocked for the Iranian regime, which is funding these horrific attacks on Israel. 

Actions speak louder than words. #StandWithIsrael",1,@RepBrecheen
"We’ve been without a speaker for nearly 3 weeks now, and Republicans desperately need to get their house in order.

It's time to find a bipartisan path forward so we can support our allies in Israel and Ukraine, avoid a government shutdown, and pass bipartisan suspension bills.",1,@RepWileyNickel
"This week, I will vote against H. Res. 894.

Anti-Zionism isn’t antisemitism. 

“The resolution states that all antisemitism is anti-Zionism. That is either intellectually disingenuous or just factually wrong” -the most senior Jewish member of the House.

https://congress.gov/118/bills/hres894/BILLS-118hres894ih.pdf…",-1,@RepThomasMassie
Heartened to hear that the Kerem Shalom border crossing has been opened to increase the flow of humanitarian assistance into Gaza. We need to see more steps like this taken to ensure that all Gazan civilians are able to receive lifesaving aid.,0,@ChrisCoons
"Thank you 
@jfederations
 for taking the time to meet with me this week!  I appreciate our work together on combatting antisemitism and hate, bolstering nonprofit security grants, and supporting our Israeli friends!",1,@RepDonBacon
"The number of illegal encounters under Joe Biden's presidency adds up to be the 18th most populated state in America.

300 of these individuals have been suspected terrorists, but what is scarier is the number we HAVE NOT caught.

Secure the border. Deport ALL illegal aliens.",0,@Congressman_JVD
"The evidence is clear.

Hamas uses hospitals, schools, and other protected sites for its terror and kidnapping operations. https://x.com/talschneider/s/talschneider/status/1726310948737077707…",1,@SenTedBuddNC
"From my family to yours, and for all who are celebrating the Jewish holidays, we wish you a happy Hanukkah.",0,@RepAdamSchiff
"ICYMI: I joined 
@KMPHFOX26
 Great Day to discuss the speakership vote and Hamas's horrific attacks against Israel.",1,@RepJimCosta
"The Houthis have attacked American service members, civilian freight ships, and have advocated for the total eradication of the United States, and our ally Israel. Let’s call them what they are. They’re terrorists and the Biden Administration should reinstate their foreign…",1,@RepMolinaroNY19
"Time and again, this Congress has condemned Iranian-backed terrorism, and we will continue to do so.",1,@RepFischbach
"Has the wellspring of freedom run dry? Our answer must be a resounding no.

We must answer with action for our allies Israel and Ukraine. If not, the strong words of yesterday will be drowned out by the thunder of inaction today.",1,@RepStenyHoyer
Iran’s support for Hamas is undeniable. The Biden administration must reverse course now.,1,@SenJohnThune
"Radical Marxist professor Jeffrey C. Isaac is attacking me for standing with Jewish student victims of antisemitism at IU. I’m not sorry! 

Read his op-ed in the replies, and if you’re also a communist buy his latest book on Amazon!",1,@RepJimBanks
"I sat down with 
@SBIndyNews
' Nick Welsh to share my thoughts on this critical moment in world history and what I think needs to be done to protect innocent lives in both Israel and the Palestinian territories.

Read more:",0,@RepCarbajal
I’m heartened to learn of the release of two American citizens held since Hamas’ terrorist attack on Oct. 7th. I will keep pushing until every hostage returns to their family.,1,@RepHaleyStevens
"A new bill would expel Palestinians from the U.S. and ban any new refugees. I join my colleagues in the Muslim Caucus 
@RepRashida
 and 
@Ilhan
 calling this bill what it is: unconstitutional, hateful, and dangerous.",-1,@RepAndreCarson
"We must stop the political games in Congress and get back to business. I hope the entire 
@HouseGOP
  will move quickly to select the right Speaker so we can focus on supporting Israel during this dark time.",1,@RepJimBaird
Grateful for everyone's input at our town hall on the Israel-Hamas conflict. I've compiled your concerns in a letter to the Biden administration. Your voice matters.,0,@RepShriThanedar
"Reminder: 
@UNRWA
 employees directly aided Hamas on Oct. 7th.

Not a penny more of American taxpayer $ should go to anyone aiding terrorists.

Defund 
@UNRWA
 now.",1,@SenJoniErnst
"Ahead of today, Israel's 75th Independence Day, I was proud to vote last night to encourage expanding and strengthening the Abraham Accords. I am proud to reaffirm our commitment to a strong alliance between the U.S. and Israel. There is none stronger.",1,@RepNateMoran
".
@RepThomasMassie
 explains that—despite the predictable barrage of antisemitism accusations & AIPAC attacks—his opposition to funding Israel is based solely on a consistent application of his foreign policy view:

“I don’t support foreign aid… We are almost 34 trillion dollars…",-1,@SystemUpdate_
I am profoundly disappointed by the statement made by over 30 Harvard student orgs blaming Israel for the Hamas terrorist attacks brutally carried out against Israeli civilians. Harvard must immediately condemn it publicly. See the letter I signed w/fellow Harvard alumni:,1,@MikeCrapo
The U.S. is the largest funder of military aid to Israel. We need to utilize our funding leverage to get an immediate and permanent ceasefire to allow sufficient humanitarian aid into Gaza and secure the release of the hostages.,-1,@RepJayapal
"This week, 
@POTUS
 allowed Iran access to $10 billion. The administration continues to give the largest state sponsor of terrorism access to funds. 

Iran uses the money to support terrorism around the globe. We must enforce sanctions now.",1,@RepBryanSteil
"All must condemn hate in our country—whether it's anti-Palestinian racism, Islamophobia, antisemitism, or anything else.",0,@timkaine
".
@RepJerryNadler
 is right. H.Res.894 doesn’t protect our Jewish neighbors facing alarming rises in antisemitism.

I opposed it because it dangerously conflates criticism of the far-right Israeli government with antisemitism.

We need genuine action, not political games.",-1,@RepCori
"Biden has not visited East Palestine since the train derailment. It was 133 days ago. Update today on 
@newsnationam",0,@RepBillJohnson
"L’ Shanah Tova to all who will begin celebrating Rosh Hashanah this evening.
 
Wishing the Jewish community a joyous new year!",0,@VernBuchanan
"In August, IDF took me down to the tunnels that Hezbollah dug on Israel’s northern border.

As Iranian-backed terrorists continue to wage war on Israel, I joined @AmericaRpts to discuss the repercussions of @JoeBiden’s weakness on the world stage.",1,@SteveDaines
"To stop attacks on Americans,  Iran must know its support for terrorist proxies comes with a heavy price. These strikes, announced well in advance, likely did not accomplish nearly enough to stop Iran’s axis. Whatever next steps the President takes must be significantly stronger.",1,@SenatorFischer
"Biden may have finally realized that appeasing Iran emboldens them to fund their terrorist proxies.

We need a permanent freeze on the $6 billion to Iran.",1,@MarshaBlackburn
"Prayers were answered for these 400 Americans. This is great news.

Now we need answers for how many Americans are left stranded in Israel so that we can get them home safely.",1,@RepJames
My team and I were briefed by the E.P.A. this afternoon about the #EastPalestine train derailment. We were told there are no plans to test private well water outside of the one-mile radius of the crash site at this time.,0,@MikeKellyPA
We cannot be complicit in the current approach of the Israeli government.,-1,@SenSanders
"In the months since the October 7 Hamas massacre in Israel, antisemitism has skyrocketed in the United States. This is unacceptable.
The Jewish community has the right to go about their lives without fear of attack—in public, at schools and universities, and in places of worship.…",1,@SenDanSullivan
"This is insulting and revolting. 

Two Navy SEALs perished seizing weapons Iran was sending to the Houthi terrorists so they could attack U.S. ships and Biden warns Iran they were about to be attacked.

You don’t help your enemies. 

Heads need to roll in the Biden admin. -DVO",1,@RepVanOrden
"Today, I spoke with 
@IsraeliPM
 about the appalling Hamas terrorist attacks in Israel. I offered our support and reiterated my unwavering commitment to Israel’s security. 
@FLOTUS
 and I express our heartfelt condolences to the families who have lost loved ones.",1,@POTUS
"In just four months we have had almost 1 MILLION illegal aliens cross our border. Not only are we putting our country at risk for terrorist attacks, but also more drug overdoses and more violent crime.",0,@RepBobGood
"""Unless there is real southern border reform, secure the border, get rid of the borders program, we're not going to go anywhere on the other aid packages."" 


@SenatorBraun
 addresses the status of the Senate negotiations over funding for the southern border, Ukraine and Israel.",0,@NEWSMAX
"Inexcusable — Sec Def went missing in action.

Meanwhile, our servicemembers are being attacked across the Middle East.

Americans deserve answers.",0,@SenJoniErnst
"America’s mission must be to get every hostage home, including all Americans, help our ally Israel defend herself and crush the terrorists, and provide much-needed humanitarian aid to innocent Palestinian civilians being used by Hamas as human shields.",1,@RepJoshG
"The East Palestine train derailment happened 362 days ago.

President Biden is literally a year late.


@TransportGOP
 got to work immediately, and will continue working to safeguard our railways.",0,@RepDesposito
I am thankful for the strong bipartisan vote in the Senate rejecting this resolution. The United States continues to stand with Israel and its efforts to secure a lasting peace for its citizens and the region.,1,@KenCalvert
"Violent extremism is a rising problem across the country.

As Ranking Member on 
@HomelandDems
 Counterterrorism Subcommittee, I led a letter with 
@BennieGThompson
 & 
@RepDanGoldman
 requesting the Biden administration to name a Domestic Terrorism Director.

READ:",0,@Rep_Magaziner
"CBP has stopped 38 people who are on the U.S. terrorist watchlist from crossing our southern border in the first three months of FY23 alone.

That’s more than FY17, 18, 19, 20, and 21 combined. That’s the reality of the #BidenBorderCrisis.",0,@RepMikeCarey
"The US stands with Israel as Hamas continues its brutal assault.

US citizens in Israel have resources available—citizens can call the Embassy at 1-(833) 890-9595 or 1-(606) 641-0131 & are encouraged to enroll in STEP at https://step.state.gov/step/.

More ",1,@RepAnnieKuster
"This week, 
@RepBlaine
 and I sent a letter to 
@SecBlinken
 to express our concerns over sanctions relief that allows Iran to stockpile money and fund terrorism. (1/3)",0,@RepHuizenga
"The fact that the ICJ and South Africa is accusing Israel of committing genocide is PATHETIC.

Israel 100 percent has the right to defend itself against Hamas terrorists.

That’s why I am proud to introduce legislation alongside 
@RepDavidKustoff
 condemning the ICJ’s ignorant…",1,@RepRonnyJackson
"It can't be overstated just how devastating Republicans' plan to slash Medicaid would be for American families. Republicans are holding our economy hostage so they can bury vulnerable families in paperwork and make them sicker, hungrier, and poorer.",0,@RonWyden
The vandalism of a poster outside my DC office was a blatant act of antisemitism & hate. She was an innocent civilian who was violently ripped from her home and kidnapped as Hamas terrorists murdered her husband.,1,@RepJoshG
"We should not give a penny more to the terrorist supporters at 
@UNRWA
.",1,@SenJoniErnst
Hamas' terrorist leaders should be extradited to the United States so they can face justice for killing and kidnapping American citizens.,1,@SenTedBuddNC
Sending my best to the Jewish community in Arkansas and beyond as you celebrate #RoshHashanah. Shana Tova!,0,@JohnBoozman
"Please also know that we continue to put pressure on Egypt to be a full partner in the effort to provide refuge and humanitarian aid to Palestinians in Gaza. Egypt, Jordan, Qatar and others in the region will be key.

(20/23)",0,@RepGregLandsman
"It’s time to lead.

The 
@HouseGOP
 should unite around 
@Jim_Jordan
 for Speaker.  

Secure the border, rein in spending, stop the radical Biden agenda, support Israel. 

#JordanForSpeaker",1,@RepChipRoy
"Joe Biden has turned a historic border crisis into a catastrophe. 5.8M encounters, 244 terrorist apprehensions, 1.5M known gotaways, when will enough be enough?

The solution is simple. Enforce the law. Finish the wall. Keep the Remain-in-Mexico policy. We must secure the border.",0,@SenMullin
"Avigail Idan, an American-Israeli girl who turned 4 while being held hostage by Hamas, has finally been freed. 

I’m so relieved for her family here in Arizona.",1,@RepGregStanton
"Welcome home, Amelia!

Amelia, pictured in the middle, was welcomed home by members of my staff at 
@FlyTPA
 this morning as she returned safely from Israel.

Please contact my office if you or someone you know needs assistance returning to the US from Israel.",0,@RepLaurelLee
Sen. Ossoff addresses the U.S. Senate on the humanitarian crisis in Gaza:,0,@SenOssoff
The fight for the survival of Israel unites us all.,1,@SpeakerJohnson
“From the river to see the sea” is not a ceasefire chant. It is not a slogan for peace. It calls for the destruction of Israel and the massacre of the Jewish people. It is a slogan for war and bloodshed.,1,@RepDonBacon
"Since October 7, there have been more than 150 attacks on American forces by Iranian-backed groups.
 
There will be consequences for the unprovoked attack carried out by Iranian-backed terrorists.",1,@RepJoshG
Church shooter was a migrant woman who apparently identifies as a man and had a “Palestine” sticker on rifle,0,@marcorubio
"Yesterday, I joined 
@bbcworldservice
 to discuss the latest developments on the #Gaza war.

Listen to the full interview ",0,@BradSherman
"Jewish students are not free to be themselves. My full statement on this reporting by the 
@nypost
.
https://nypost.com/2024/03/05/us-news/students-at-suny-binghamton-fear-flagship-school-has-become-perfect-target-for-anti-israel-protesters/…",1,@RepMolinaroNY19
"Proud that Arkansans help supply our ally Israel with the tools it needs to defend itself, save lives and protect communities.",1,@JohnBoozman
"Reminder: Joe Biden is delivering his #SOTU speech in a fenced-in, heavily guarded Capitol while our Southern Border remains wide open for everyone (including terrorists) to freely pour into our country.

#SOTUinCrisis",0,@RepAndyHarrisMD
"The Hamas-led attacks against Israeli civilians on Oct 7th were condemned by our allies in Latin America.

Sadly, other leaders like Petro (Colombia), Lula (Brazil), & Mel Zelaya (Honduras) used their voices to attack Israel.

My opening remarks at my 
@HouseForeignGOP
 hearing ",1,@RepMariaSalazar
"Standing with and defending terrorists is NOT the same thing as peace.

Rep. 
@Ilhan
⁩ believes Jews should peacefully allow themselves to be slaughtered.

NEVER AGAIN!",1,@RepWilliams
"The House just passed a resolution standing with Israel and its right to defend itself following the heinous attacks by Hamas terrorists.

I will always stand in solidarity with Israel, our greatest ally in the Middle East.",1,@RepBrecheen
"Today, the Senate chose honor in Ukraine, Israel, Taiwan and freedom-loving democracies across the globe.",1,@SenAngusKing
"The United Nations Relief and Works Agency has been employing staffers with known links to Hamas terrorists.

I introduced a bill to designate UNRWA as a Foreign Terrorist Organization. 

Read the 
@FOXNashville
 EXCLUSIVE ",1,@RepOgles
"Today, I testified before the 
@JudiciaryGOP
 with one clear message: We must address the surge of suspected terrorists crossing our Northern border. This year, 85% of terror suspects encountered at land border ports of entry have crossed into the U.S. along the Northern border.",0,@MikeKellyPA
"While Israel has every right to defend itself, the humanitarian toll inflicted on the people of Gaza has been troubling. I'm speaking live from the Senate floor in support of a desperately needed two-state peace agreement. WATCH:.",0,@SenatorDurbin
"This will be a multi-day pause in the war. Egypt, Jordan, Qatar, Israel, and the U.S. must continue to be all in.

President Biden’s work on this is leading to short-term and long-term breakthroughs.",1,@RepGregLandsman
"Chairman 
@RepMikeTurner
 to 
@MariaBartiromo
 on 
@FoxBusiness
’ 
@MorningsMaria
:

“You don’t have a constitutional protection to talk to terrorists located outside the United States...Our ability to have surveillance on Hamas, Hezbollah, and ISIS is expiring...We have to extend it.”",1,@HouseIntel
"A gut-wrenching read. 
Iran-back Hamas terrorists are monsters who will stop at nothing to harm Israel and the Jewish people. Everyone needs to read what they did to these innocent children. We must stand with Israel.",1,@SenRickScott
Wishing all of my Jewish friends a Happy and Blessed Hanukkah filled with love and light! Chag sameach!,0,@RepAdams
Israel is restricting U.S. humanitarian aid. They are breaking U.S. law. We should not send more U.S. taxpayer dollars to fund their war.,-1,@SenSanders
"The Biden Admin funneled Iranian mullahs $6 billion to fund terrorism and continued oppression of the Iranian people, not humanitarian efforts. Delusional comments like this only empower the nefarious regime.",-1,@RepTenney
".
@POTUS
 
@JoeBiden
 is demanding a “humanitarian pause” as Israel makes gains vs Hamas terrorists who killed 1400 people incl 36 AMCITs.

A ceasefire will give Hamas time & space to regroup & rearm. Yet Admin officials today told us they see no difference b/w a pause & a ceasefire.",1,@SenatorHagerty
"Only a political solution that upholds the dignity of both peoples, Israeli and Palestinian alike, can lead to durable peace.
 
A two-state solution is the only way forward.",0,@RepEscobar
"Another, viewed more than 100,000 times, shows a clip from a video game with the caption, “The war of Israel.” Some users in the comments of that video noted they had seen the footage circulating before — when Russia invaded Ukraine.
 
The list goes on.",0,@RepJoshG
"I reintroduced my bill to establish a commission to investigate how to maintain our democratic traditions of openness and access while responding adequately to security threats posed by terrorism.
 
More:",0,@EleanorNorton
"Today, let us remember the 11 members of the Jewish community whose lives were tragically taken at the Tree of Life Synagogue in Pittsburgh five years ago.

Let us continue our efforts to combat antisemitism and all forms of oppression and hate.

#TreeOfLife",0,@RepJudyChu
"Hoosiers and all U.S. citizens in need of emergency assistance in Israel, please reach out to the State Department using the emergency contact information below:",0,@RepLarryBucshon
"Middle East crisis must not be met with crisis in confidence 
@US_HouseofReps
 leadership.  Yet, here we are 
@HouseGOP
 get your act together.  Choose a bipartisan pathway to get back to work for America & allies.  Solution: vote 
@RepJeffries
 #StandWithIsrael",1,@RepGlennIvey
"We will not rest until all have been freed. I continue to stand with them and their family members, and renew my call for each and every hostage to immediately be released. #BringThemAllHome 2/2",1,@RepGraceMeng
"Kicked off the week in Cochise County and then it was off to DC where the House made major progress in both supporting our ally Israel and passing 2 more appropriations bills to fund our government. 

Watch this week’s #CiscomaniMinute for a full rundown! ",1,@RepCiscomani
".
@JoeBiden
 inherited a secure border, strong economy and peace in the Middle East from President Trump.

Everything he's done since he took office has left the American people worse off.",1,@SteveDaines
"- War in Ukraine;
- Conflict in the Middle East;
- Iranian proxies launching attacks on shipping lanes; &
- China increasing aggressions towards Taiwan.

All of these things are not happening because Biden performed ""ably"" on the world stage.",0,@RepMarkAlford
"Regardless of my opinion of Netanyahu and his fitness to serve, Senator Schumer’s call for new Israeli elections is deeply disrespectful of our democracy and sovereignty. Israel is an ally, not a vassal state. Along with the U.S., we’re one of the few countries never to have…",1,@DrMichaelOren
I have and always will stand with Israel. I took to the House Floor yesterday to encourage my colleagues to do the same. Israel needs our support now more than ever. You can watch my full remarks below:,1,@RepRonnyJackson
"No vote today 

Give us the gavel for a week and we’ll pass the budget, keep the government open, deliver aid to Israel and Ukraine, and fund the border. 

Then you can go back to fighting amongst yourselves…until the American people need us again.",1,@RepGregLandsman
"My visit to #Paraguay today was the first by a U.S. Senator in over 40 years. President 
@SantiPenap
 is a strong American ally & firm supporter of #Israel & #Taiwan",1,@marcorubio
"Under this admin, we have emboldened & financially fueled our adversaries like Iran and Hamas. Under NO circumstance can we allow the largest state sponsor of terror to use this money to further their terror operations. 

I’m proud to cosponsor 
@RepMcCaul
's No Funds for Iranian…",1,@RepMillsPress
"I'm horrified by this news. My thoughts are with these 3 bright young students as they fight to overcome injuries. In light of this tragedy and in memory of 6-year-old Palestinian-American Wadea Al-Fayoume, we must recommit ourselves to speaking out & taking action against hate.",-1,@SenatorDurbin
America stands with Israel. The thousands of rockets and attacks on innocent civilians by Iranian-backed Hamas is depraved. Over twenty Israelis killed so far. Remember that when Israel responds with the intensity that any government dedicated to protecting its citizens must.,1,@RepDeanPhillips
"We need to cut off the financial resources of radical terrorists, including Iranian-backed Hamas, Palestinian Islamic Jihad, and other affiliates.

The Senate must pass this bipartisan legislation because it's critical to supporting Israel and our global fight against terror.",1,@RepJoshG
"22 years ago today, thousands of innocent lives were lost in the 9/11 terrorist attacks.

In the face of tragedy, Americans united in our grief, and we became more resilient.

Together, we remember the victims and the heroes who sacrificed their lives to save so many.",0,@RepPeteAguilar
We are glad that precious Abigail has been released from Gaza today. We must ensure every single hostage comes home and that the threat of Hamas is eliminated.,1,@SenKatieBritt
"Michel Nisenbaum was missing for over two months before authorities could confirm his whereabouts. He encountered terrorists in the area of Kibbutz Mefalsim on the morning of October 7th, and officials declared in early December he was one of the remaining captives being held in…",1,@SenatorRicketts
"I was honored to welcome @AIPAC advocates to my Washington, D.C. office this week to discuss the importance of the U.S.-Israel partnership. Israel is our strongest ally in the Middle East, and we must continue to preserve this important relationship!",1,@MarkAmodeiNV2
